Time period,Local Authority,MSOA code,MSOA name (EN),MSOA name (CY),Cases,"Incidence per 100,000 population"
All cases,Swansea,W02000184,Cockett,Y Cocyd,214,"2,953.4"
All cases,Swansea,W02000185,Llanmorlais & Three Crosses,Llanmorlais a'r Crwys,106,"2,087.8"
All cases,Swansea,W02000186,Townhill,Townhill,245,"2,692.9"
All cases,Swansea,W02000187,Dunvant & Upper Killay,Dynfant a Chilâ Uchaf,141,"2,509.8"
All cases,Swansea,W02000188,St Thomas,St Thomas,306,"3,700.1"
All cases,Swansea,W02000189,Ty-coch,Ty-coch,241,"2,943.0"
All cases,Swansea,W02000190,Killay,Cilâ,105,"2,094.1"
All cases,Swansea,W02000191,Uplands,Uplands,380,"3,915.9"
All cases,Swansea,W02000192,Central Swansea,Canol Abertawe,254,"2,469.6"
All cases,Swansea,W02000193,Brynmill,Brynmill,479,"4,703.0"
All cases,Swansea,W02000194,Sketty,Sgeti,211,"3,319.7"
All cases,Swansea,W02000195,Mayals & Bishopston,Mayals a Llandeilo Ferwallt,113,"1,943.9"
All cases,Swansea,W02000196,West Cross,West Cross,151,"2,320.6"
All cases,Swansea,W02000197,West Gower,Gorllewin G?yr,136,"2,144.1"
All cases,Swansea,W02000198,Mumbles & Newton,Mwmbwls a Newton,193,"2,604.9"
All cases,The Vale of Glamorgan,W02000237,Ogmore-by-Sea & Llandow,Ogwr a Lland?,89,"1,473.3"
All cases,The Vale of Glamorgan,W02000238,Cowbridge,Y Bont-faen,122,"1,894.1"
All cases,The Vale of Glamorgan,W02000239,Peterston-super-Ely & Wenvoe,Llanbedr-y-fro a Gwenfô,130,"1,704.5"
All cases,The Vale of Glamorgan,W02000240,Llandough & Cogan,Llandochau a Cogan,253,"2,847.8"
All cases,The Vale of Glamorgan,W02000241,Penarth,Penarth,176,"1,654.0"
All cases,The Vale of Glamorgan,W02000242,Dinas Powys,Dinas Powys,159,"1,974.9"
All cases,The Vale of Glamorgan,W02000243,Gibbonsdown,Gibbonsdown,147,"1,465.5"
All cases,The Vale of Glamorgan,W02000244,Lower Penarth & Sully,Penarth Isaf a Sili,201,"1,915.4"
All cases,The Vale of Glamorgan,W02000245,Palmerstown,Palmerstown,193,"2,196.9"
All cases,The Vale of Glamorgan,W02000246,Barry Dyfan & Illtyd,Y Barri Dyfan ac Illtyd,73,"1,330.2"
All cases,The Vale of Glamorgan,W02000247,Llantwit Major,Llanilltud Fawr,114,"1,272.5"
All cases,The Vale of Glamorgan,W02000248,Barry East,Dwyrain y Barri,169,"1,502.4"
All cases,The Vale of Glamorgan,W02000249,Barry West,Gorllewin y Barri,186,"2,014.1"
All cases,The Vale of Glamorgan,W02000250,Rhoose & Airport,Y Rhws a'r Maes Awyr,144,"1,208.6"
All cases,The Vale of Glamorgan,W02000251,Barry Island,Ynys y Barri,206,"2,113.7"
All cases,Torfaen,W02000323,Blaenavon,Blaenafon,200,"3,099.8"
All cases,Torfaen,W02000324,Abersychan,Abersychan,180,"2,431.4"
All cases,Torfaen,W02000325,Trefethin & Pen-y-garn,Trefddyn a Phen-y-garn,200,"2,620.9"
All cases,Torfaen,W02000326,Pontypool,Pont-y-p?l,289,"3,177.9"
All cases,Torfaen,W02000327,New Inn,Y Dafarn Newydd,131,"2,215.8"
All cases,Torfaen,W02000328,Griffithstown & Sebastopol,Griffithstown a Sebastopol,159,"2,083.9"
All cases,Torfaen,W02000329,Pontnewydd & Upper Cwmbran,Pontnewydd a Chwmbrân Uchaf,176,"2,303.4"
All cases,Torfaen,W02000330,Croesyceiliog,Croesyceiliog,147,"2,022.6"
All cases,Torfaen,W02000331,West Pontnewydd & Thornhill,Gorllewin Pontnewydd a Thornhill,188,"2,793.9"
All cases,Torfaen,W02000332,Cwmbran,Cwmbrân,161,"2,146.4"
All cases,Torfaen,W02000333,Fairwater & Greenmeadow,Fairwater a Greenmeadow,120,"1,854.7"
All cases,Torfaen,W02000334,Hollybush & Henllys,Hollybush a Henllys,117,"1,729.5"
All cases,Torfaen,W02000335,Llantarnam & Oakfield,Llantarnam ac Oakfield,176,"2,357.7"
All cases,Wrexham,W02000080,Llay South & Gwersyllt East,De Llai a Dwyrain Gwersyllt,183,"2,280.4"
All cases,Wrexham,W02000081,Gwersyllt West & Summerhill,Gorllewin Gwersyllt a Brynhyfryd,186,"3,139.2"
All cases,Wrexham,W02000082,New Broughton & Bryn Cefn,New Broughton a Bryn Cefn,245,"3,157.6"
All cases,Wrexham,W02000083,Coedpoeth & Brymbo,Coed-poeth a Brymbo,316,"3,463.0"
All cases,Wrexham,W02000084,Borras & Rhosnesni,Borras a Rhosnesni,123,"2,540.8"
All cases,Wrexham,W02000085,"Town North, University & Rhos-ddu","Gogledd y Dref, y Brifysgol a Rhos-ddu",258,"2,904.8"
All cases,Wrexham,W02000086,Acton & Maes-y-dre,Gwaunyterfyn a Maes-y-dre,186,"3,678.8"
All cases,Wrexham,W02000087,Caia Park,Parc Caia,217,"3,038.8"
All cases,Wrexham,W02000088,Wrexham West,Gorllewin Wrecsam,316,"3,791.7"
All cases,Wrexham,W02000089,Hermitage & Whitegate,Hermitage a Whitegate,269,"3,072.9"
All cases,Wrexham,W02000090,Pen-y-cae & Minera,Pen-y-cae a Mwynglawdd,126,"2,200.1"
All cases,Wrexham,W02000091,Johnstown North & Rhostyllen,Gogledd Johnstown a Rhostyllen,202,"3,293.7"
All cases,Wrexham,W02000092,Rhosllannerchrugog & Johnstown South,Rhosllannerchrugog a De Johnstown,263,"3,741.6"
All cases,Wrexham,W02000093,Ruabon & Marchwiel,Rhiwabon a Marchwiel,205,"3,093.4"
All cases,Wrexham,W02000094,Cefn Mawr,Cefn-mawr,275,"2,996.3"
All cases,Wrexham,W02000095,"Bangor-on-Dee, Overton & Penley","Bangor Is-coed, Owrtyn a Llannerch Banna",79,"1,188.5"
All cases,Wrexham,W02000096,Chirk & Ceiriog Valley,Y Waun a Dyffryn Ceiriog,165,"2,545.5"
All cases,Wrexham,W02000420,"Gresford, Marford & Rossett","Gresffordd, Marford a'r Orsedd",362,"2,532.9"
